type,item,overall_mae,overall_r2,mae,r2
sample,85,,,4670.988777696183,0.40574413189792946
sample,86,,,4510.962491332051,0.490913972568109
sample,87,,,4491.418648841263,0.6648454352485731
sample,88,,,4442.85340940376,0.6747765435458173
sample,89,,,5126.197368068343,0.4941226748926556
sample,90,,,5851.925272214445,0.35975914413631205
sample,91,,,5914.192123901651,0.35744781837887496
sample,92,,,5934.535059033631,0.357197916553039
sample,93,,,5934.599622337078,0.3571977928322221
sample,94,,,5919.739951912009,0.35724276577917635
sample,95,,,5889.565052107234,0.3574163839483261
sample,96,,,5859.67131609175,0.35758998401428344
sample,97,,,5835.278078410721,0.35775717739719526
sample,98,,,5803.684022237349,0.3579864670248559
sample,99,,,5770.7824444861935,0.3582345320528978
sample,100,,,5754.138770612385,0.3583453771155378
sample,101,,,5726.1433055146435,0.3586406183381776
sample,102,,,5618.317438467442,0.3561925201110735
sample,103,,,5638.129303153165,0.35598371740678725
sample,104,,,5365.294535093589,0.44510302507677946
sample,105,,,4876.404590852624,0.6417198621078625
sample,106,,,4958.560571523195,0.7624325281116955
sample,107,,,5815.877736562211,0.8201634547771275
sample,108,,,6702.174743921804,0.8336348873906784
sample,109,,,7495.233023560454,0.8298061291320753
sample,110,,,8277.686344479958,0.8263172104135291
sample,111,,,8150.168429896336,0.8389752940687798
sample,112,,,8013.007044055633,0.8419476366488001
sample,113,,,7167.411276802072,0.8625669377658605
sample,114,,,6402.804389261353,0.8766929303755163
sample,115,,,6341.310048439656,0.8762308429713552
sample,116,,,6327.753244064294,0.8762529022535079
sample,117,,,6336.323393272735,0.8762492458439242
sample,118,,,6336.1262816527305,0.8762492496457097
sample,119,,,6343.225925201884,0.8762480906031551
sample,120,,,6346.731424490547,0.8762477607538686
sample,121,,,6351.4269203637405,0.8762460131666332
sample,122,,,6355.313360454129,0.8762450889475837
sample,123,,,6365.646913836358,0.8762410704960802
sample,124,,,6369.595401145653,0.8762390621239218
sample,125,,,6378.457248589894,0.8762317284361156
sample,126,,,6418.950126278362,0.876163146036792
sample,127,,,6253.91930820642,0.8770244309333661
sample,128,,,6020.1451655109595,0.8790040778059058
sample,129,,,6116.378809219721,0.8802613706895625
sample,130,,,5944.221117478861,0.8863544532170322
sample,131,,,5809.30781805695,0.8906305809047935
sample,132,,,5437.6960128388155,0.9036292657122978
sample,133,,,4596.153460414349,0.9319721070683955
sample,134,,,3755.224692206111,0.9539239530431505
sample,135,,,3452.1776449729186,0.9555448398602302
sample,136,,,4082.6674647033615,0.9420170160351025
sample,137,,,4121.251063782856,0.941277519841399
sample,138,,,4228.517078820702,0.940601191475369
sample,139,,,4209.531931860269,0.9406617568957604
sample,140,,,4188.793367764333,0.9406830029870866
sample,141,,,4191.05422389675,0.940681156011465
sample,142,,,4198.998289371027,0.9406792679292164
sample,143,,,4195.478240898894,0.9406803132892307
sample,144,,,4194.560764880099,0.940680483650272
sample,145,,,4186.9151068450565,0.9406833102814096
sample,146,,,4182.175603283596,0.9406845651386446
sample,147,,,4170.688721804873,0.9406896152765819
sample,148,,,4159.212591704894,0.9406943039508412
sample,149,,,4142.728546670279,0.9407073701258007
sample,150,,,4165.938215813736,0.9403725538555534
sample,151,,,4152.707098892523,0.9404397748379123
sample,152,,,4369.868348995624,0.938896964455474
sample,153,,,4221.672013248109,0.9393714833466834
sample,154,,,4138.04189433163,0.940367900644644
sample,155,,,4273.266208577088,0.9339732222753878
sample,156,,,4470.733150696083,0.9272894545951997
sample,157,,,4753.183620567315,0.9246386519663979
sample,158,,,5762.939766008126,0.8986727137944064
sample,159,,,6710.849071177424,0.8800082692963298
sample,160,,,6618.487596605196,0.8850241021551912
sample,161,,,6604.740833991237,0.8851390202854917
sample,162,,,6501.952389539874,0.8853916082334206
sample,163,,,6540.082787570015,0.8850652502334803
sample,164,,,6563.953707924385,0.8850443436384232
sample,165,,,6559.9383273001395,0.8850467756872193
sample,166,,,6564.000651848557,0.885044951234994
sample,167,,,6562.052846754108,0.8850451749779297
sample,168,,,6562.440021755254,0.885045122786471
sample,169,,,6564.108182246925,0.8850448540683026
sample,170,,,6563.716408431364,0.8850448920000169
sample,171,,,6564.7174627272425,0.8850447739548871
sample,172,,,6565.3446790605,0.8850447203265629
sample,173,,,6571.869320265764,0.8850420605282838
sample,174,,,6501.824970763274,0.8853957628955283
sample,175,,,6761.984307660249,0.8831945663558802
sample,176,,,6654.315308294977,0.8838126883385958
sample,177,,,6789.552208387812,0.8835834877184225
sample,178,,,7370.440413914217,0.871744700244891
sample,179,,,7031.645338148531,0.8809868719679893
sample,180,,,6275.241417962609,0.8958287320193402
sample,181,,,6460.452438606063,0.8889390005679836
sample,182,,,5972.4961199942845,0.9100385963327758
sample,183,,,5523.145327522488,0.925331633825414
sample,184,,,5446.547396328056,0.9280585808528969
sample,185,,,5236.137252400295,0.9291534570174963
sample,186,,,5311.652058971654,0.9289401291795648
sample,187,,,5243.974922077227,0.9292387050814132
sample,188,,,5242.3597322011965,0.9292410194972569
sample,189,,,5234.788543012889,0.9292438337085625
sample,190,,,5228.556628878489,0.9292464699518374
sample,191,,,5228.206406582456,0.9292464938315607
sample,192,,,5225.070219735863,0.9292467410139795
sample,193,,,5221.365692483436,0.9292471961062285
sample,194,,,5220.058311406953,0.9292472783788195
sample,195,,,5216.883198519347,0.9292475141076634
sample,196,,,5214.807137135001,0.9292476319430001
sample,197,,,5209.323746421746,0.9292501163275871
sample,198,,,5307.417444449401,0.929418121726883
sample,199,,,5679.5797992164635,0.9215243414521075
sample,200,,,6555.728547385396,0.8997452631503223
sample,201,,,7615.170921003056,0.8633699155954009
sample,202,,,8118.524351079529,0.8230222624519656
sample,203,,,7778.932677325621,0.800296865247928
sample,204,,,7664.776215456451,0.7592075769626543
sample,205,,,6909.602632379734,0.6875478276631697
sample,206,,,7083.619909029946,0.462951271908409
sample,207,,,7785.239249377333,-0.11415408497653634
sample,208,,,8207.120157307669,-2.0032953705628924
sample,209,,,8585.65199598824,-3.920770939040291
sample,210,,,8476.959381882776,-4.039598285273652
sample,211,,,8465.40676030109,-4.016242364063689
sample,212,,,8438.35964568854,-4.015689453585459
sample,213,,,8451.562776273162,-4.015863926114511
sample,214,,,8446.103586331019,-4.015841654032557
sample,215,,,8447.452675564165,-4.015844896323958
sample,216,,,8448.72191212267,-4.0158461003259385
sample,217,,,8452.051981940627,-4.015856136144138
sample,218,,,8486.216398948163,-4.016592507070725
sample,219,,,8493.788140646955,-4.016627491153967
sample,220,,,8497.89096675966,-4.016638668491806
sample,221,,,8508.102880808221,-4.016789947290637
sample,222,,,8463.390556205222,-4.012118780239291
sample,223,,,8081.402654973262,-3.6673399478271484
sample,224,,,7692.759120918948,-3.230024726071105
sample,225,,,7221.637648650409,-2.842213279218686
sample,226,,,6868.560376815396,-2.529044133677107
sample,227,,,7552.227538083626,-5.862253335680715
sample,228,,,7911.746714341527,-7.465394491565219
sample,229,,,8341.954889418432,-11.827816144066736
sample,230,,,7532.071325272762,-5.2762605075611555
sample,231,,,6894.725610102908,-4.14607718842107
sample,232,,,6046.530441698531,-2.6110275162672365
sample,233,,,5811.441429905916,-2.285883934948901
sample,234,,,5767.150053260364,-2.2755489475038018
sample,235,,,5818.0333112684575,-2.2558402685555783
sample,236,,,5830.111327406591,-2.25603484856784
sample,237,,,5828.341125239902,-2.255984382180702
sample,238,,,5831.0298287817905,-2.2559935267147573
sample,239,,,5835.561064363847,-2.256031784476839
sample,240,,,5836.387649297324,-2.2560343795622884
sample,241,,,5835.421287123943,-2.2560282984014495
sample,242,,,5809.554318871735,-2.2550549887207407
sample,243,,,5803.525637368896,-2.2550075790473127
sample,244,,,5807.342858595133,-2.2550482171745934
sample,245,,,5798.036261214431,-2.2548458073453435
sample,246,,,5847.750971724356,-2.262412135424312
sample,247,,,5914.953445822,-2.304899502370617
sample,248,,,5667.689745766064,-2.1215206863544793
sample,249,,,5267.234712329761,-1.7278618868776014
sample,250,,,4706.322136334152,-0.7871392691188506
sample,251,,,4512.776521312225,-0.3639929524214982
sample,252,,,4572.498271703999,-0.26340661199231197
sample,253,,,4942.21494516334,-0.6057598159919164
sample,254,,,5770.910539531476,-1.8015627611718101
sample,255,,,5881.513652997506,-1.8935897846959997
sample,256,,,5936.838436108847,-1.4460743699307228
sample,257,,,5894.466490168241,-1.0346848736706193
sample,258,,,6154.279771804398,-1.0767577665103976
sample,259,,,6216.585298940619,-1.0647892880803353
sample,260,,,6225.327010466174,-1.064979443178903
sample,261,,,6227.810972664167,-1.065025780432534
sample,262,,,6231.64344156762,-1.0650478539515245
sample,263,,,6231.952354678164,-1.0650503457777933
sample,264,,,6238.278374981353,-1.0650879146143701
sample,265,,,6248.898431322142,-1.065187022739455
sample,266,,,6256.47506247561,-1.065293554019703
sample,267,,,6270.468734647293,-1.0654252535604845
sample,268,,,6267.306799024826,-1.0654025520975483
sample,269,,,6263.444068284429,-1.0653766684344586
sample,270,,,6233.288819507201,-1.0621127888541793
sample,271,,,6140.9541531514815,-1.0259911996148263
sample,272,,,6012.811191834306,-0.7535287614045623
sample,273,,,5869.857386747394,-0.6394168561528903
sample,274,,,6072.256014212308,-0.8454648723984932
sample,275,,,5801.646121029127,-0.791989468995616
sample,276,,,5570.639207267913,-0.7108655313364363
sample,277,,,4768.084727489044,-0.052861295637604444
sample,278,,,4578.97631658006,0.09585777015087571
sample,279,,,4476.546966605013,0.24987136119550257
sample,280,,,4440.725357926906,0.27985358949420314
sample,281,,,4429.9877576578,0.22190756496609254
sample,282,,,4180.418033074137,0.2517622242769636
sample,283,,,4147.095226871924,0.24817072962593578
sample,284,,,4143.8362573738705,0.2482318956980536
sample,285,,,4156.795774050638,0.24796537056447165
sample,286,,,4153.195490572233,0.24798143482054602
sample,287,,,4147.3122208418545,0.2480037543498137
sample,288,,,4147.17325962395,0.24800473764880593
sample,289,,,4133.921192996592,0.24808395336133593
sample,290,,,4119.698601811265,0.24819618043392333
sample,291,,,4104.173972341195,0.24829702655551156
sample,292,,,4101.733622359924,0.24830461596403364
sample,293,,,4103.761349584992,0.24829586630174427
sample,294,,,4140.530179601615,0.2451783705612327
sample,295,,,4063.019562015101,0.24014831246997093
sample,296,,,4024.39455671446,0.1829727577348672
sample,297,,,3950.889147978627,0.25072614905137447
sample,298,,,3669.3756517617644,0.3856359933390484
sample,299,,,3935.1815897245524,0.27633968131953035
sample,300,,,4142.742721847498,0.24037560919603773
sample,301,,,4348.211892308039,0.3407952896352322
sample,302,,,3908.5597706279405,0.5845950772241391
sample,303,,,3588.5424251967816,0.6602498381375561
sample,304,,,3876.2305210597,0.5935416084336426
sample,305,,,3978.6702648846126,0.5803853405634213
sample,306,,,4070.195257145571,0.5774969429100585
sample,307,,,3984.902977310126,0.5771346473496848
sample,308,,,3976.2676611730835,0.5772160019468375
sample,309,,,3952.8504341713797,0.5774748618902712
sample,310,,,3953.2213627435376,0.5774740733823944
sample,311,,,3955.3825249611095,0.57747076600535
sample,312,,,3950.440131221471,0.5774874838548523
sample,313,,,3954.16073602657,0.5774823832353446
sample,314,,,3954.037356605191,0.5774825447584054
sample,315,,,3957.2735539914415,0.5774794963568659
sample,316,,,3956.591449974115,0.5774803383059459
sample,317,,,3955.314746049105,0.5774843663345409
sample,318,,,3886.1081982823357,0.5779109390771016
sample,319,,,3873.5023593263904,0.5786610847402733
sample,320,,,3902.682059120519,0.578395703674143
sample,321,,,4179.021583758344,0.579750375547206
sample,322,,,3938.3848172548774,0.6117203847933363
sample,323,,,4053.426428764234,0.7184823616122789
sample,324,,,4746.377148766047,0.7077441816149979
sample,325,,,4686.201767708738,0.7370206686553046
sample,326,,,4418.520686391376,0.7514955819187328
sample,327,,,4280.399059748039,0.7704123875927075
sample,328,,,4144.262587627628,0.7797751426817873
sample,329,,,4092.3781796676017,0.7819987626857607
sample,330,,,3967.3472387254624,0.7810535296951511
sample,331,,,3994.6320646280524,0.7802778190060058
sample,332,,,4004.119038630215,0.7802510764769278
sample,333,,,4011.3239656788955,0.7802375111192879
sample,334,,,4010.9932701771845,0.7802377172969459
sample,335,,,4009.698837739406,0.7802383880584893
sample,336,,,4007.6600382421475,0.7802392216999746
